"Town/County","FIPS","Year","Price Range","Measure Type","Variable","Value"
"Ledyard","901142600",2011,"$200,000 to $299,999","Number","Number of Home Sales",54
"Ledyard","901142600",2011,"$300,000 to $399,999","Number","Number of Home Sales",28
"Ledyard","901142600",2012,"Less than $100,000","Number","Number of Home Sales",5
"Ledyard","901142600",2012,"$100,000 to $199,999","Number","Number of Home Sales",48
"Ledyard","901142600",2012,"$200,000 to $299,999","Number","Number of Home Sales",60
"Ledyard","901142600",2012,"$300,000 to $399,999","Number","Number of Home Sales",23
"Ledyard","901142600",2013,"Less than $100,000","Number","Number of Home Sales",34
"Ledyard","901142600",2013,"$100,000 to $199,999","Number","Number of Home Sales",60
"Ledyard","901142600",2013,"$200,000 to $299,999","Number","Number of Home Sales",80
"Ledyard","901142600",2013,"$300,000 to $399,999","Number","Number of Home Sales",26
"Ledyard","901142600",2013,"$400,000 and Over","Number","Number of Home Sales",4
"Lisbon","901143230",2012,"Less than $100,000","Number","Number of Home Sales",4
"Lisbon","901143230",2012,"$100,000 to $199,999","Number","Number of Home Sales",14
"Lisbon","901143230",2012,"$200,000 to $299,999","Number","Number of Home Sales",12
"Lisbon","901143230",2012,"$300,000 to $399,999","Number","Number of Home Sales",1
"Lisbon","901143230",2013,"Less than $100,000","Number","Number of Home Sales",8
"Lisbon","901143230",2013,"$100,000 to $199,999","Number","Number of Home Sales",14
"Lisbon","901143230",2013,"$200,000 to $299,999","Number","Number of Home Sales",12
"Lisbon","901143230",2013,"$300,000 to $399,999","Number","Number of Home Sales",3
"Litchfield","900543370",2011,"Less than $100,000","Number","Number of Home Sales",1
"Litchfield","900543370",2011,"$100,000 to $199,999","Number","Number of Home Sales",8
"Litchfield","900543370",2011,"$200,000 to $299,999","Number","Number of Home Sales",14
"Litchfield","900543370",2011,"$300,000 to $399,999","Number","Number of Home Sales",5
"Litchfield","900543370",2011,"$400,000 and Over","Number","Number of Home Sales",9
"Litchfield","900543370",2012,"$100,000 to $199,999","Number","Number of Home Sales",11
"Litchfield","900543370",2012,"$200,000 to $299,999","Number","Number of Home Sales",15
"Litchfield","900543370",2012,"$300,000 to $399,999","Number","Number of Home Sales",10
"Litchfield","900543370",2012,"$400,000 and Over","Number","Number of Home Sales",8
"Lyme","901144210",2011,"$100,000 to $199,999","Number","Number of Home Sales",2
"Lyme","901144210",2011,"$200,000 to $299,999","Number","Number of Home Sales",7
"Lyme","901144210",2011,"$300,000 to $399,999","Number","Number of Home Sales",6
"Lyme","901144210",2011,"$400,000 and Over","Number","Number of Home Sales",3
"Lyme","901144210",2012,"$200,000 to $299,999","Number","Number of Home Sales",3
"Lyme","901144210",2012,"$300,000 to $399,999","Number","Number of Home Sales",7
"Lyme","901144210",2012,"$400,000 and Over","Number","Number of Home Sales",14
"Madison","900944560",2011,"$100,000 to $199,999","Number","Number of Home Sales",1
"Madison","900944560",2011,"$200,000 to $299,999","Number","Number of Home Sales",20
"Madison","900944560",2011,"$300,000 to $399,999","Number","Number of Home Sales",31
"Madison","900944560",2011,"$400,000 and Over","Number","Number of Home Sales",90
"Madison","900944560",2012,"$100,000 to $199,999","Number","Number of Home Sales",1
"Madison","900944560",2012,"$200,000 to $299,999","Number","Number of Home Sales",17
"Madison","900944560",2012,"$300,000 to $399,999","Number","Number of Home Sales",50
"Madison","900944560",2012,"$400,000 and Over","Number","Number of Home Sales",104
"Manchester","900344700",2012,"Less than $100,000","Number","Number of Home Sales",6
"Manchester","900344700",2012,"$100,000 to $199,999","Number","Number of Home Sales",250
"Manchester","900344700",2012,"$200,000 to $299,999","Number","Number of Home Sales",115
"Manchester","900344700",2012,"$300,000 to $399,999","Number","Number of Home Sales",45
"Manchester","900344700",2012,"$400,000 and Over","Number","Number of Home Sales",13
"Manchester","900344700",2013,"Less than $100,000","Number","Number of Home Sales",62
"Manchester","900344700",2013,"$100,000 to $199,999","Number","Number of Home Sales",282
"Manchester","900344700",2013,"$200,000 to $299,999","Number","Number of Home Sales",113
"Manchester","900344700",2013,"$300,000 to $399,999","Number","Number of Home Sales",41
"Manchester","900344700",2013,"$400,000 and Over","Number","Number of Home Sales",13
"Mansfield","901344910",2011,"Less than $100,000","Number","Number of Home Sales",14
"Mansfield","901344910",2011,"$100,000 to $199,999","Number","Number of Home Sales",23
"Mansfield","901344910",2011,"$200,000 to $299,999","Number","Number of Home Sales",34
"Mansfield","901344910",2011,"$300,000 to $399,999","Number","Number of Home Sales",9
"Mansfield","901344910",2011,"$400,000 and Over","Number","Number of Home Sales",3
"Mansfield","901344910",2012,"Less than $100,000","Number","Number of Home Sales",10
"Mansfield","901344910",2012,"$100,000 to $199,999","Number","Number of Home Sales",14
"Mansfield","901344910",2012,"$200,000 to $299,999","Number","Number of Home Sales",24
"Mansfield","901344910",2012,"$300,000 to $399,999","Number","Number of Home Sales",22
"Mansfield","901344910",2012,"$400,000 and Over","Number","Number of Home Sales",7
"Mansfield","901344910",2013,"Less than $100,000","Number","Number of Home Sales",38
"Mansfield","901344910",2013,"$100,000 to $199,999","Number","Number of Home Sales",45
"Mansfield","901344910",2013,"$200,000 to $299,999","Number","Number of Home Sales",39
"Mansfield","901344910",2013,"$300,000 to $399,999","Number","Number of Home Sales",10
"Mansfield","901344910",2013,"$400,000 and Over","Number","Number of Home Sales",19
"Marlborough","900345820",2011,"Less than $100,000","Number","Number of Home Sales",1
"Marlborough","900345820",2011,"$200,000 to $299,999","Number","Number of Home Sales",3
"Marlborough","900345820",2011,"$300,000 to $399,999","Number","Number of Home Sales",2
"Marlborough","900345820",2011,"$400,000 and Over","Number","Number of Home Sales",3
"Marlborough","900345820",2012,"Less than $100,000","Number","Number of Home Sales",2
"Marlborough","900345820",2012,"$100,000 to $199,999","Number","Number of Home Sales",5
"Marlborough","900345820",2012,"$200,000 to $299,999","Number","Number of Home Sales",15
"Marlborough","900345820",2012,"$300,000 to $399,999","Number","Number of Home Sales",8
"Marlborough","900345820",2012,"$400,000 and Over","Number","Number of Home Sales",10
"Marlborough","900345820",2013,"Less than $100,000","Number","Number of Home Sales",5
"Marlborough","900345820",2013,"$100,000 to $199,999","Number","Number of Home Sales",14
"Marlborough","900345820",2013,"$200,000 to $299,999","Number","Number of Home Sales",27
"Marlborough","900345820",2013,"$300,000 to $399,999","Number","Number of Home Sales",16
"Marlborough","900345820",2013,"$400,000 and Over","Number","Number of Home Sales",17
"Meriden","900946520",2011,"Less than $100,000","Number","Number of Home Sales",33
"Meriden","900946520",2011,"$100,000 to $199,999","Number","Number of Home Sales",177
"Meriden","900946520",2011,"$200,000 to $299,999","Number","Number of Home Sales",62
"Meriden","900946520",2011,"$300,000 to $399,999","Number","Number of Home Sales",7
"Meriden","900946520",2011,"$400,000 and Over","Number","Number of Home Sales",1
"Meriden","900946520",2012,"Less than $100,000","Number","Number of Home Sales",16
"Meriden","900946520",2012,"$100,000 to $199,999","Number","Number of Home Sales",158
"Meriden","900946520",2012,"$200,000 to $299,999","Number","Number of Home Sales",78
"Meriden","900946520",2012,"$300,000 to $399,999","Number","Number of Home Sales",7
"Meriden","900946520",2013,"Less than $100,000","Number","Number of Home Sales",97
"Meriden","900946520",2013,"$100,000 to $199,999","Number","Number of Home Sales",234
"Meriden","900946520",2013,"$200,000 to $299,999","Number","Number of Home Sales",74
"Meriden","900946520",2013,"$300,000 to $399,999","Number","Number of Home Sales",11
"Meriden","900946520",2013,"$400,000 and Over","Number","Number of Home Sales",1
"Middlebury","900946940",2012,"$100,000 to $199,999","Number","Number of Home Sales",6
"Middlebury","900946940",2012,"$200,000 to $299,999","Number","Number of Home Sales",13
"Middlebury","900946940",2012,"$300,000 to $399,999","Number","Number of Home Sales",18
"Middlebury","900946940",2012,"$400,000 and Over","Number","Number of Home Sales",6
"Middlebury","900946940",2013,"Less than $100,000","Number","Number of Home Sales",6
"Middlebury","900946940",2013,"$100,000 to $199,999","Number","Number of Home Sales",17
"Middlebury","900946940",2013,"$200,000 to $299,999","Number","Number of Home Sales",22
"Middlebury","900946940",2013,"$300,000 to $399,999","Number","Number of Home Sales",24
"Middlebury","900946940",2013,"$400,000 and Over","Number","Number of Home Sales",20
"Middlefield","900747080",2012,"$100,000 to $199,999","Number","Number of Home Sales",15
"Middlefield","900747080",2012,"$200,000 to $299,999","Number","Number of Home Sales",10
"Middlefield","900747080",2012,"$300,000 to $399,999","Number","Number of Home Sales",4
"Middlefield","900747080",2012,"$400,000 and Over","Number","Number of Home Sales",2
"Middlefield","900747080",2013,"Less than $100,000","Number","Number of Home Sales",5
"Middlefield","900747080",2013,"$100,000 to $199,999","Number","Number of Home Sales",11
"Middlefield","900747080",2013,"$200,000 to $299,999","Number","Number of Home Sales",22
"Middlefield","900747080",2013,"$300,000 to $399,999","Number","Number of Home Sales",3
"Middlefield","900747080",2013,"$400,000 and Over","Number","Number of Home Sales",1
"Middletown","900747360",2011,"Less than $100,000","Number","Number of Home Sales",3
"Middletown","900747360",2011,"$100,000 to $199,999","Number","Number of Home Sales",86
"Middletown","900747360",2011,"$200,000 to $299,999","Number","Number of Home Sales",95
"Middletown","900747360",2011,"$300,000 to $399,999","Number","Number of Home Sales",38
"Middletown","900747360",2011,"$400,000 and Over","Number","Number of Home Sales",8
"Middletown","900747360",2012,"Less than $100,000","Number","Number of Home Sales",4
"Middletown","900747360",2012,"$100,000 to $199,999","Number","Number of Home Sales",111
"Middletown","900747360",2012,"$200,000 to $299,999","Number","Number of Home Sales",112
"Middletown","900747360",2012,"$300,000 to $399,999","Number","Number of Home Sales",46
"Middletown","900747360",2012,"$400,000 and Over","Number","Number of Home Sales",12
"Milford","900947535",2012,"Less than $100,000","Number","Number of Home Sales",3
"Milford","900947535",2012,"$100,000 to $199,999","Number","Number of Home Sales",14
"Milford","900947535",2012,"$200,000 to $299,999","Number","Number of Home Sales",135
"Milford","900947535",2012,"$300,000 to $399,999","Number","Number of Home Sales",94
"Milford","900947535",2012,"$400,000 and Over","Number","Number of Home Sales",83
"Milford","900947535",2013,"Less than $100,000","Number","Number of Home Sales",44
"Milford","900947535",2013,"$100,000 to $199,999","Number","Number of Home Sales",123
"Milford","900947535",2013,"$200,000 to $299,999","Number","Number of Home Sales",211
"Milford","900947535",2013,"$300,000 to $399,999","Number","Number of Home Sales",132
"Milford","900947535",2013,"$400,000 and Over","Number","Number of Home Sales",96
"Monroe","900148620",2011,"$100,000 to $199,999","Number","Number of Home Sales",2
"Monroe","900148620",2011,"$200,000 to $299,999","Number","Number of Home Sales",10
"Monroe","900148620",2011,"$300,000 to $399,999","Number","Number of Home Sales",21
"Monroe","900148620",2011,"$400,000 and Over","Number","Number of Home Sales",46
"Monroe","900148620",2012,"$100,000 to $199,999","Number","Number of Home Sales",2
"Monroe","900148620",2012,"$200,000 to $299,999","Number","Number of Home Sales",26
"Monroe","900148620",2012,"$300,000 to $399,999","Number","Number of Home Sales",38
"Monroe","900148620",2012,"$400,000 and Over","Number","Number of Home Sales",55
"Monroe","900148620",2013,"Less than $100,000","Number","Number of Home Sales",7
"Monroe","900148620",2013,"$100,000 to $199,999","Number","Number of Home Sales",19
"Monroe","900148620",2013,"$200,000 to $299,999","Number","Number of Home Sales",53
"Monroe","900148620",2013,"$300,000 to $399,999","Number","Number of Home Sales",54
"Monroe","900148620",2013,"$400,000 and Over","Number","Number of Home Sales",51
"Montville","901148900",2011,"Less than $100,000","Number","Number of Home Sales",1
"Montville","901148900",2011,"$100,000 to $199,999","Number","Number of Home Sales",3
"Montville","901148900",2011,"$200,000 to $299,999","Number","Number of Home Sales",6
"Montville","901148900",2011,"$400,000 and Over","Number","Number of Home Sales",1
"Montville","901148900",2012,"Less than $100,000","Number","Number of Home Sales",10
"Montville","901148900",2012,"$100,000 to $199,999","Number","Number of Home Sales",56
"Montville","901148900",2012,"$200,000 to $299,999","Number","Number of Home Sales",48
"Montville","901148900",2012,"$300,000 to $399,999","Number","Number of Home Sales",5
"Montville","901148900",2012,"$400,000 and Over","Number","Number of Home Sales",1
"Montville","901148900",2013,"Less than $100,000","Number","Number of Home Sales",51
"Montville","901148900",2013,"$100,000 to $199,999","Number","Number of Home Sales",87
"Montville","901148900",2013,"$200,000 to $299,999","Number","Number of Home Sales",44
"Montville","901148900",2013,"$300,000 to $399,999","Number","Number of Home Sales",8
"Montville","901148900",2013,"$400,000 and Over","Number","Number of Home Sales",3
"Morris","900549460",2011,"$100,000 to $199,999","Number","Number of Home Sales",6
"Morris","900549460",2011,"$200,000 to $299,999","Number","Number of Home Sales",4
"Morris","900549460",2011,"$300,000 to $399,999","Number","Number of Home Sales",4
"Morris","900549460",2011,"$400,000 and Over","Number","Number of Home Sales",1
"Morris","900549460",2012,"$100,000 to $199,999","Number","Number of Home Sales",6
"Morris","900549460",2012,"$200,000 to $299,999","Number","Number of Home Sales",3
"Morris","900549460",2012,"$300,000 to $399,999","Number","Number of Home Sales",2
"Morris","900549460",2012,"$400,000 and Over","Number","Number of Home Sales",6
"Morris","900549460",2013,"Less than $100,000","Number","Number of Home Sales",5
"Morris","900549460",2013,"$100,000 to $199,999","Number","Number of Home Sales",10
"Morris","900549460",2013,"$200,000 to $299,999","Number","Number of Home Sales",9
"Morris","900549460",2013,"$300,000 to $399,999","Number","Number of Home Sales",6
"Morris","900549460",2013,"$400,000 and Over","Number","Number of Home Sales",11
"Naugatuck","900949950",2011,"Less than $100,000","Number","Number of Home Sales",11
"Naugatuck","900949950",2011,"$100,000 to $199,999","Number","Number of Home Sales",81
"Naugatuck","900949950",2011,"$200,000 to $299,999","Number","Number of Home Sales",32
"Naugatuck","900949950",2011,"$300,000 to $399,999","Number","Number of Home Sales",8
"Naugatuck","900949950",2013,"Less than $100,000","Number","Number of Home Sales",60
"Naugatuck","900949950",2013,"$100,000 to $199,999","Number","Number of Home Sales",155
"Naugatuck","900949950",2013,"$200,000 to $299,999","Number","Number of Home Sales",45
"Naugatuck","900949950",2013,"$300,000 to $399,999","Number","Number of Home Sales",7
"Naugatuck","900949950",2013,"$400,000 and Over","Number","Number of Home Sales",1
"New Britain","900350440",2011,"Less than $100,000","Number","Number of Home Sales",7
"New Britain","900350440",2011,"$100,000 to $199,999","Number","Number of Home Sales",137
"New Britain","900350440",2011,"$200,000 to $299,999","Number","Number of Home Sales",10
"New Britain","900350440",2011,"$300,000 to $399,999","Number","Number of Home Sales",2
"New Britain","900350440",2012,"Less than $100,000","Number","Number of Home Sales",4
"New Britain","900350440",2012,"$100,000 to $199,999","Number","Number of Home Sales",30
"New Britain","900350440",2012,"$200,000 to $299,999","Number","Number of Home Sales",4
"New Britain","900350440",2012,"$300,000 to $399,999","Number","Number of Home Sales",1
"New Britain","900350440",2013,"Less than $100,000","Number","Number of Home Sales",124
"New Britain","900350440",2013,"$100,000 to $199,999","Number","Number of Home Sales",261
"New Britain","900350440",2013,"$200,000 to $299,999","Number","Number of Home Sales",34
"New Britain","900350440",2013,"$300,000 to $399,999","Number","Number of Home Sales",3
"New Canaan","900150580",2011,"$300,000 to $399,999","Number","Number of Home Sales",2
"New Canaan","900150580",2011,"$400,000 and Over","Number","Number of Home Sales",199
"New Canaan","900150580",2012,"$400,000 and Over","Number","Number of Home Sales",281
"New Fairfield","900150860",2011,"Less than $100,000","Number","Number of Home Sales",3
"New Fairfield","900150860",2011,"$100,000 to $199,999","Number","Number of Home Sales",15
"New Fairfield","900150860",2011,"$200,000 to $299,999","Number","Number of Home Sales",26
"New Fairfield","900150860",2011,"$300,000 to $399,999","Number","Number of Home Sales",28
"New Fairfield","900150860",2011,"$400,000 and Over","Number","Number of Home Sales",33
"New Fairfield","900150860",2012,"Less than $100,000","Number","Number of Home Sales",2
"New Fairfield","900150860",2012,"$100,000 to $199,999","Number","Number of Home Sales",20
"New Fairfield","900150860",2012,"$200,000 to $299,999","Number","Number of Home Sales",37
"New Fairfield","900150860",2012,"$300,000 to $399,999","Number","Number of Home Sales",33
"New Fairfield","900150860",2012,"$400,000 and Over","Number","Number of Home Sales",51
"New Fairfield","900150860",2013,"Less than $100,000","Number","Number of Home Sales",6
"New Fairfield","900150860",2013,"$100,000 to $199,999","Number","Number of Home Sales",27
"New Fairfield","900150860",2013,"$200,000 to $299,999","Number","Number of Home Sales",64
"New Fairfield","900150860",2013,"$300,000 to $399,999","Number","Number of Home Sales",44
"New Fairfield","900150860",2013,"$400,000 and Over","Number","Number of Home Sales",68
"New Hartford","900551350",2011,"$100,000 to $199,999","Number","Number of Home Sales",10
"New Hartford","900551350",2011,"$200,000 to $299,999","Number","Number of Home Sales",12
"New Hartford","900551350",2011,"$300,000 to $399,999","Number","Number of Home Sales",7
"New Hartford","900551350",2011,"$400,000 and Over","Number","Number of Home Sales",4
"New Hartford","900551350",2012,"$100,000 to $199,999","Number","Number of Home Sales",6
"New Hartford","900551350",2012,"$200,000 to $299,999","Number","Number of Home Sales",13
"New Hartford","900551350",2012,"$300,000 to $399,999","Number","Number of Home Sales",11
"New Hartford","900551350",2012,"$400,000 and Over","Number","Number of Home Sales",13
"New Haven","900952070",2011,"Less than $100,000","Number","Number of Home Sales",24
"New Haven","900952070",2011,"$100,000 to $199,999","Number","Number of Home Sales",86
"New Haven","900952070",2011,"$200,000 to $299,999","Number","Number of Home Sales",43
"New Haven","900952070",2011,"$300,000 to $399,999","Number","Number of Home Sales",15
"New Haven","900952070",2011,"$400,000 and Over","Number","Number of Home Sales",30
"New Haven","900952070",2012,"Less than $100,000","Number","Number of Home Sales",11
"New Haven","900952070",2012,"$100,000 to $199,999","Number","Number of Home Sales",86
"New Haven","900952070",2012,"$200,000 to $299,999","Number","Number of Home Sales",53
"New Haven","900952070",2012,"$300,000 to $399,999","Number","Number of Home Sales",22
"New Haven","900952070",2012,"$400,000 and Over","Number","Number of Home Sales",30
"New Haven","900952070",2013,"Less than $100,000","Number","Number of Home Sales",74
"New Haven","900952070",2013,"$100,000 to $199,999","Number","Number of Home Sales",106
"New Haven","900952070",2013,"$200,000 to $299,999","Number","Number of Home Sales",65
"New Haven","900952070",2013,"$300,000 to $399,999","Number","Number of Home Sales",24
"New Haven","900952070",2013,"$400,000 and Over","Number","Number of Home Sales",28
"Newington","900352140",2012,"$100,000 to $199,999","Number","Number of Home Sales",80
"Newington","900352140",2012,"$200,000 to $299,999","Number","Number of Home Sales",99
"Newington","900352140",2012,"$300,000 to $399,999","Number","Number of Home Sales",26
"Newington","900352140",2012,"$400,000 and Over","Number","Number of Home Sales",4
"Newington","900352140",2013,"Less than $100,000","Number","Number of Home Sales",7
"Newington","900352140",2013,"$100,000 to $199,999","Number","Number of Home Sales",112
"Newington","900352140",2013,"$200,000 to $299,999","Number","Number of Home Sales",110
"Newington","900352140",2013,"$300,000 to $399,999","Number","Number of Home Sales",27
"Newington","900352140",2013,"$400,000 and Over","Number","Number of Home Sales",5
"New London","901152350",2011,"Less than $100,000","Number","Number of Home Sales",2
"New London","901152350",2011,"$100,000 to $199,999","Number","Number of Home Sales",54
"New London","901152350",2011,"$200,000 to $299,999","Number","Number of Home Sales",16
"New London","901152350",2011,"$300,000 to $399,999","Number","Number of Home Sales",6
"New London","901152350",2011,"$400,000 and Over","Number","Number of Home Sales",1
"New London","901152350",2012,"Less than $100,000","Number","Number of Home Sales",6
"New London","901152350",2012,"$100,000 to $199,999","Number","Number of Home Sales",43
"New London","901152350",2012,"$200,000 to $299,999","Number","Number of Home Sales",13
"New London","901152350",2012,"$300,000 to $399,999","Number","Number of Home Sales",3
"New London","901152350",2012,"$400,000 and Over","Number","Number of Home Sales",3
"New Milford","900552630",2011,"Less than $100,000","Number","Number of Home Sales",1
"New Milford","900552630",2011,"$100,000 to $199,999","Number","Number of Home Sales",11
"New Milford","900552630",2011,"$200,000 to $299,999","Number","Number of Home Sales",55
"New Milford","900552630",2011,"$300,000 to $399,999","Number","Number of Home Sales",24
"New Milford","900552630",2011,"$400,000 and Over","Number","Number of Home Sales",24
"New Milford","900552630",2012,"$100,000 to $199,999","Number","Number of Home Sales",4
"New Milford","900552630",2012,"$200,000 to $299,999","Number","Number of Home Sales",59
"New Milford","900552630",2012,"$300,000 to $399,999","Number","Number of Home Sales",38
"New Milford","900552630",2012,"$400,000 and Over","Number","Number of Home Sales",22
"New Milford","900552630",2013,"Less than $100,000","Number","Number of Home Sales",19
"New Milford","900552630",2013,"$100,000 to $199,999","Number","Number of Home Sales",58
"New Milford","900552630",2013,"$200,000 to $299,999","Number","Number of Home Sales",103
"New Milford","900552630",2013,"$300,000 to $399,999","Number","Number of Home Sales",51
"New Milford","900552630",2013,"$400,000 and Over","Number","Number of Home Sales",46
"Newtown","900152980",2011,"Less than $100,000","Number","Number of Home Sales",12
"Newtown","900152980",2011,"$100,000 to $199,999","Number","Number of Home Sales",11
"Newtown","900152980",2011,"$200,000 to $299,999","Number","Number of Home Sales",59
"Newtown","900152980",2011,"$300,000 to $399,999","Number","Number of Home Sales",48
"Newtown","900152980",2011,"$400,000 and Over","Number","Number of Home Sales",117
"Newtown","900152980",2013,"Less than $100,000","Number","Number of Home Sales",13
"Newtown","900152980",2013,"$100,000 to $199,999","Number","Number of Home Sales",29
"Newtown","900152980",2013,"$200,000 to $299,999","Number","Number of Home Sales",71
"Newtown","900152980",2013,"$300,000 to $399,999","Number","Number of Home Sales",82
"Newtown","900152980",2013,"$400,000 and Over","Number","Number of Home Sales",146
"Norfolk","900553470",2011,"$100,000 to $199,999","Number","Number of Home Sales",5
"Norfolk","900553470",2011,"$200,000 to $299,999","Number","Number of Home Sales",3
"Norfolk","900553470",2011,"$300,000 to $399,999","Number","Number of Home Sales",1
"Norfolk","900553470",2011,"$400,000 and Over","Number","Number of Home Sales",1
"Norfolk","900553470",2012,"$100,000 to $199,999","Number","Number of Home Sales",2
"Norfolk","900553470",2012,"$200,000 to $299,999","Number","Number of Home Sales",5
"Norfolk","900553470",2012,"$300,000 to $399,999","Number","Number of Home Sales",2
"Norfolk","900553470",2012,"$400,000 and Over","Number","Number of Home Sales",5
"North Branford","900953890",2011,"$100,000 to $199,999","Number","Number of Home Sales",9
"North Branford","900953890",2011,"$200,000 to $299,999","Number","Number of Home Sales",38
"North Branford","900953890",2011,"$300,000 to $399,999","Number","Number of Home Sales",17
"North Branford","900953890",2011,"$400,000 and Over","Number","Number of Home Sales",5
"North Branford","900953890",2012,"Less than $100,000","Number","Number of Home Sales",3
"North Branford","900953890",2012,"$100,000 to $199,999","Number","Number of Home Sales",11
"North Branford","900953890",2012,"$200,000 to $299,999","Number","Number of Home Sales",33
"North Branford","900953890",2012,"$300,000 to $399,999","Number","Number of Home Sales",26
"North Branford","900953890",2012,"$400,000 and Over","Number","Number of Home Sales",10
"North Branford","900953890",2013,"Less than $100,000","Number","Number of Home Sales",2
"North Branford","900953890",2013,"$100,000 to $199,999","Number","Number of Home Sales",21
"North Branford","900953890",2013,"$200,000 to $299,999","Number","Number of Home Sales",63
"North Branford","900953890",2013,"$300,000 to $399,999","Number","Number of Home Sales",20
"North Branford","900953890",2013,"$400,000 and Over","Number","Number of Home Sales",10
"North Canaan","900554030",2011,"Less than $100,000","Number","Number of Home Sales",1
"North Canaan","900554030",2011,"$100,000 to $199,999","Number","Number of Home Sales",13
"North Canaan","900554030",2011,"$200,000 to $299,999","Number","Number of Home Sales",3
"North Canaan","900554030",2011,"$300,000 to $399,999","Number","Number of Home Sales",2
"North Canaan","900554030",2011,"$400,000 and Over","Number","Number of Home Sales",2
"North Canaan","900554030",2013,"Less than $100,000","Number","Number of Home Sales",10
"North Canaan","900554030",2013,"$100,000 to $199,999","Number","Number of Home Sales",23
"North Canaan","900554030",2013,"$200,000 to $299,999","Number","Number of Home Sales",4
"North Haven","900954870",2011,"$100,000 to $199,999","Number","Number of Home Sales",38
"North Haven","900954870",2011,"$200,000 to $299,999","Number","Number of Home Sales",86
"North Haven","900954870",2011,"$300,000 to $399,999","Number","Number of Home Sales",34
"North Haven","900954870",2011,"$400,000 and Over","Number","Number of Home Sales",22
"North Haven","900954870",2012,"$100,000 to $199,999","Number","Number of Home Sales",39
"North Haven","900954870",2012,"$200,000 to $299,999","Number","Number of Home Sales",99
"North Haven","900954870",2012,"$300,000 to $399,999","Number","Number of Home Sales",42
"North Haven","900954870",2012,"$400,000 and Over","Number","Number of Home Sales",25
"North Haven","900954870",2013,"Less than $100,000","Number","Number of Home Sales",6
"North Haven","900954870",2013,"$100,000 to $199,999","Number","Number of Home Sales",46
"North Haven","900954870",2013,"$200,000 to $299,999","Number","Number of Home Sales",116
"North Haven","900954870",2013,"$300,000 to $399,999","Number","Number of Home Sales",53
"North Haven","900954870",2013,"$400,000 and Over","Number","Number of Home Sales",31
"North Stonington","901155500",2012,"$100,000 to $199,999","Number","Number of Home Sales",3
"North Stonington","901155500",2012,"$200,000 to $299,999","Number","Number of Home Sales",5
"North Stonington","901155500",2012,"$300,000 to $399,999","Number","Number of Home Sales",1
"North Stonington","901155500",2013,"$100,000 to $199,999","Number","Number of Home Sales",3
"North Stonington","901155500",2013,"$200,000 to $299,999","Number","Number of Home Sales",9
"North Stonington","901155500",2013,"$400,000 and Over","Number","Number of Home Sales",1
"Norwalk","900156060",2011,"$100,000 to $199,999","Number","Number of Home Sales",5
"Norwalk","900156060",2011,"$200,000 to $299,999","Number","Number of Home Sales",68
"Norwalk","900156060",2011,"$300,000 to $399,999","Number","Number of Home Sales",123
"Norwalk","900156060",2011,"$400,000 and Over","Number","Number of Home Sales",247
"Norwalk","900156060",2012,"$100,000 to $199,999","Number","Number of Home Sales",8
"Norwalk","900156060",2012,"$200,000 to $299,999","Number","Number of Home Sales",69
"Norwalk","900156060",2012,"$300,000 to $399,999","Number","Number of Home Sales",169
"Norwalk","900156060",2012,"$400,000 and Over","Number","Number of Home Sales",342
"Norwich","901156270",2011,"Less than $100,000","Number","Number of Home Sales",13
"Norwich","901156270",2011,"$100,000 to $199,999","Number","Number of Home Sales",41
"Norwich","901156270",2011,"$200,000 to $299,999","Number","Number of Home Sales",17
"Norwich","901156270",2011,"$300,000 to $399,999","Number","Number of Home Sales",1
"Norwich","901156270",2012,"Less than $100,000","Number","Number of Home Sales",4
"Norwich","901156270",2012,"$100,000 to $199,999","Number","Number of Home Sales",64
"Norwich","901156270",2012,"$200,000 to $299,999","Number","Number of Home Sales",21
"Norwich","901156270",2012,"$300,000 to $399,999","Number","Number of Home Sales",4
"Norwich","901156270",2012,"$400,000 and Over","Number","Number of Home Sales",1
"Old Lyme","901157040",2011,"$100,000 to $199,999","Number","Number of Home Sales",12
"Old Lyme","901157040",2011,"$200,000 to $299,999","Number","Number of Home Sales",32
"Old Lyme","901157040",2011,"$300,000 to $399,999","Number","Number of Home Sales",23
"Old Lyme","901157040",2011,"$400,000 and Over","Number","Number of Home Sales",42
"Old Lyme","901157040",2012,"$100,000 to $199,999","Number","Number of Home Sales",5
"Old Lyme","901157040",2012,"$200,000 to $299,999","Number","Number of Home Sales",26
"Old Lyme","901157040",2012,"$300,000 to $399,999","Number","Number of Home Sales",26
"Old Lyme","901157040",2012,"$400,000 and Over","Number","Number of Home Sales",36
"Old Lyme","901157040",2013,"Less than $100,000","Number","Number of Home Sales",5
"Old Lyme","901157040",2013,"$100,000 to $199,999","Number","Number of Home Sales",17
"Old Lyme","901157040",2013,"$200,000 to $299,999","Number","Number of Home Sales",44
"Old Lyme","901157040",2013,"$300,000 to $399,999","Number","Number of Home Sales",37
"Old Lyme","901157040",2013,"$400,000 and Over","Number","Number of Home Sales",50
"Old Saybrook","900757320",2011,"Less than $100,000","Number","Number of Home Sales",3
"Old Saybrook","900757320",2011,"$100,000 to $199,999","Number","Number of Home Sales",10
"Old Saybrook","900757320",2011,"$200,000 to $299,999","Number","Number of Home Sales",48
"Old Saybrook","900757320",2011,"$300,000 to $399,999","Number","Number of Home Sales",43
